id_lead,cargo,setor,tamanho_empresa,fonte_do_lead,tags,produto_de_interesse,valor_investimento,etapa_do_funil,tempo_na_etapa,convertido
940,Analista,Tecnologia,Pequena,Indicação,Sem tag,Plano Premium,10000,Fechamento,12,1
941,Diretor,Saúde,Média,Orgânico,SQL,Consultoria,30740,Contato,23,1
942,Analista,Varejo,Média,Orgânico,Sem tag,Consultoria,8587,Contato,1,0
943,Gerente,Manufatura,Pequena,Indicação,Hot,Plano Básico,500,Contato,36,1
944,Analista,Manufatura,Pequena,Orgânico,Hot,Plano Pro,2500,Proposta,6,1
945,Analista,Saúde,Média,Evento,SQL,Plano Premium,10000,Contato,33,0
946,Analista,Educação,Pequena,Orgânico,Sem tag,Plano Premium,10000,Qualificação,12,0
947,Analista,Finanças,Pequena,Anúncio,MQL,Consultoria,13349,Negociação,58,0
948,Analista,Varejo,Grande,Anúncio,Cold,Consultoria,5712,Proposta,32,0
949,Analista,Tecnologia,Pequena,Evento,Cold,Plano Premium,10000,Negociação,37,1
950,Diretor,Educação,Média,Orgânico,MQL,Plano Premium,10000,Qualificação,17,0
951,Gerente,Manufatura,Média,Orgânico,Cold,Plano Pro,2500,Proposta,7,0
952,Analista,Manufatura,Grande,Indicação,SQL,Plano Pro,2500,Fechamento,33,1
953,Gerente,Tecnologia,Média,Evento,MQL,Plano Premium,10000,Negociação,59,0
954,Analista,Educação,Pequena,Orgânico,Hot,Plano Pro,2500,Contato,8,0
955,Gerente,Saúde,Grande,Orgânico,Cold,Plano Básico,500,Fechamento,11,1
956,Gerente,Finanças,Pequena,Orgânico,MQL,Plano Básico,500,Contato,11,0
957,Analista,Saúde,Média,Orgânico,MQL,Plano Pro,2500,Qualificação,1,0
958,Gerente,Finanças,Média,Evento,Hot,Plano Básico,500,Contato,29,0
959,Diretor,Varejo,Média,Indicação,Cold,Consultoria,30349,Proposta,17,1
960,Analista,Tecnologia,Média,Anúncio,Hot,Plano Pro,2500,Qualificação,22,0
961,Diretor,Educação,Grande,Indicação,Hot,Consultoria,47511,Contato,1,1
962,CEO,Manufatura,Média,Indicação,SQL,Plano Básico,500,Contato,5,1
963,Gerente,Manufatura,Média,Evento,MQL,Plano Básico,500,Qualificação,12,0
964,Diretor,Saúde,Média,Orgânico,Sem tag,Consultoria,100,Qualificação,4,1
965,Analista,Finanças,Pequena,Evento,Cold,Plano Básico,500,Qualificação,15,0
966,Analista,Finanças,Média,Orgânico,MQL,Plano Premium,10000,Fechamento,7,0
967,Diretor,Tecnologia,Média,Orgânico,Sem tag,Plano Básico,500,Negociação,29,0
968,CEO,Educação,Pequena,Orgânico,Hot,Plano Pro,2500,Contato,38,1
969,Analista,Tecnologia,Pequena,Indicação,MQL,Consultoria,33982,Contato,12,0
970,Gerente,Educação,Média,Indicação,MQL,Plano Básico,500,Negociação,21,1
971,CEO,Finanças,Pequena,Anúncio,Cold,Plano Básico,500,Contato,3,0
972,Gerente,Varejo,Grande,Anúncio,Cold,Consultoria,56814,Qualificação,36,1
973,CEO,Tecnologia,Pequena,Orgânico,MQL,Plano Premium,10000,Qualificação,8,0
974,Analista,Educação,Pequena,Orgânico,Sem tag,Plano Básico,500,Proposta,37,0
975,Analista,Varejo,Pequena,Indicação,Cold,Plano Pro,2500,Proposta,9,0
976,Analista,Varejo,Pequena,Orgânico,MQL,Consultoria,89444,Qualificação,37,0
977,Analista,Tecnologia,Pequena,Anúncio,Cold,Plano Básico,500,Negociação,16,0
978,Diretor,Varejo,Pequena,Orgânico,Cold,Plano Premium,10000,Fechamento,16,1
979,CEO,Manufatura,Pequena,Orgânico,MQL,Consultoria,91386,Qualificação,39,0
980,Analista,Saúde,Média,Evento,SQL,Plano Pro,2500,Proposta,33,0
981,Gerente,Manufatura,Grande,Orgânico,MQL,Consultoria,25713,Proposta,36,0
982,Analista,Educação,Pequena,Anúncio,Cold,Plano Pro,2500,Proposta,1,0
983,Gerente,Manufatura,Média,Anúncio,SQL,Plano Premium,10000,Contato,32,0
984,Diretor,Tecnologia,Média,Anúncio,SQL,Plano Básico,500,Fechamento,8,1
985,Analista,Tecnologia,Pequena,Orgânico,Hot,Consultoria,8887,Contato,21,0
986,Analista,Varejo,Pequena,Anúncio,SQL,Plano Básico,500,Proposta,6,0
987,CEO,Varejo,Pequena,Orgânico,SQL,Plano Premium,10000,Qualificação,12,0
988,Gerente,Manufatura,Pequena,Orgânico,Cold,Plano Básico,500,Qualificação,39,0
989,Gerente,Varejo,Média,Indicação,Hot,Consultoria,59966,Negociação,31,1
990,Diretor,Saúde,Pequena,Orgânico,SQL,Plano Pro,2500,Qualificação,26,0
991,Analista,Finanças,Média,Orgânico,Sem tag,Plano Básico,500,Qualificação,25,0
992,Diretor,Varejo,Pequena,Anúncio,Cold,Plano Pro,2500,Proposta,30,1
993,Diretor,Saúde,Grande,Evento,Sem tag,Plano Premium,10000,Fechamento,6,1
994,Diretor,Saúde,Grande,Orgânico,Hot,Plano Premium,10000,Proposta,4,1
995,Gerente,Saúde,Grande,Indicação,Sem tag,Plano Pro,2500,Fechamento,6,1
996,CEO,Educação,Média,Anúncio,Sem tag,Plano Pro,2500,Contato,13,0
997,Diretor,Saúde,Média,Anúncio,Sem tag,Consultoria,29009,Proposta,33,0
998,Analista,Saúde,Média,Anúncio,Sem tag,Plano Premium,10000,Qualificação,25,0
999,Analista,Educação,Pequena,Orgânico,MQL,Plano Premium,10000,Proposta,1,1
1000,Gerente,Saúde,Pequena,Anúncio,Cold,Plano Pro,2500,Qualificação,2,0
1001,Analista,Varejo,Grande,Anúncio,Sem tag,Consultoria,173440,Contato,38,0
1002,Analista,Manufatura,Média,Orgânico,MQL,Plano Premium,10000,Negociação,59,0
1003,Gerente,Tecnologia,Pequena,Anúncio,MQL,Plano Básico,500,Negociação,26,0
1004,Diretor,Educação,Média,Anúncio,Hot,Consultoria,53203,Negociação,46,1
1005,Analista,Finanças,Pequena,Orgânico,Hot,Plano Pro,2500,Negociação,46,0
1006,CEO,Saúde,Grande,Orgânico,Hot,Plano Básico,500,Fechamento,38,1
1007,Diretor,Saúde,Média,Indicação,Hot,Plano Premium,10000,Proposta,33,1
1008,Analista,Saúde,Média,Orgânico,Sem tag,Plano Premium,10000,Proposta,30,0
1009,Gerente,Educação,Média,Anúncio,Cold,Plano Premium,10000,Fechamento,29,0
1010,Gerente,Varejo,Média,Orgânico,SQL,Consultoria,8136,Contato,10,0
1011,Analista,Saúde,Grande,Indicação,Hot,Consultoria,19363,Proposta,36,1
1012,Diretor,Manufatura,Média,Orgânico,Sem tag,Consultoria,96276,Negociação,58,0
1013,Gerente,Finanças,Média,Anúncio,SQL,Plano Premium,10000,Qualificação,15,0
1014,Analista,Manufatura,Pequena,Orgânico,SQL,Plano Premium,10000,Negociação,33,1
1015,Diretor,Varejo,Média,Anúncio,Hot,Plano Básico,500,Qualificação,15,1
1016,Analista,Saúde,Pequena,Evento,Cold,Plano Pro,2500,Negociação,15,0
1017,Gerente,Educação,Média,Indicação,Hot,Plano Pro,2500,Proposta,14,1
1018,Analista,Tecnologia,Média,Indicação,SQL,Plano Premium,10000,Qualificação,29,0
1019,Gerente,Saúde,Pequena,Evento,Cold,Plano Pro,2500,Negociação,23,1
1020,Analista,Saúde,Pequena,Anúncio,SQL,Consultoria,409,Proposta,14,0
1021,Gerente,Varejo,Pequena,Evento,MQL,Consultoria,1324,Proposta,29,0
1022,Analista,Finanças,Pequena,Orgânico,Hot,Plano Pro,2500,Contato,18,0
1023,Gerente,Manufatura,Grande,Evento,Sem tag,Consultoria,64582,Contato,26,0
1024,Gerente,Finanças,Média,Indicação,Cold,Plano Básico,500,Negociação,32,0
1025,Diretor,Educação,Média,Anúncio,MQL,Plano Básico,500,Qualificação,9,0
1026,CEO,Finanças,Média,Orgânico,Cold,Consultoria,79819,Contato,4,1
1027,Analista,Educação,Média,Orgânico,Cold,Plano Pro,2500,Proposta,15,0
1028,Diretor,Manufatura,Pequena,Orgânico,Sem tag,Plano Pro,2500,Fechamento,9,1
1029,Analista,Educação,Média,Orgânico,Cold,Plano Pro,2500,Fechamento,11,0
1030,Analista,Educação,Pequena,Orgânico,Sem tag,Plano Pro,2500,Negociação,27,1
1031,Analista,Manufatura,Grande,Anúncio,MQL,Plano Pro,2500,Negociação,51,1
1032,CEO,Manufatura,Pequena,Indicação,MQL,Plano Pro,2500,Qualificação,27,0
1033,Analista,Finanças,Média,Anúncio,Hot,Consultoria,446369,Fechamento,7,1
1034,Analista,Tecnologia,Média,Anúncio,Hot,Plano Pro,2500,Qualificação,20,1
1035,Diretor,Tecnologia,Grande,Orgânico,Cold,Plano Básico,500,Negociação,55,1
1036,Gerente,Varejo,Pequena,Evento,Sem tag,Plano Básico,500,Fechamento,20,0
1037,CEO,Varejo,Pequena,Evento,MQL,Plano Pro,2500,Fechamento,27,1
1038,Analista,Finanças,Média,Anúncio,Sem tag,Plano Básico,500,Contato,32,0
1039,Analista,Manufatura,Média,Orgânico,MQL,Consultoria,33339,Fechamento,16,0
1040,Gerente,Educação,Média,Orgânico,SQL,Plano Pro,2500,Negociação,55,0
1041,Analista,Finanças,Média,Orgânico,SQL,Plano Básico,500,Fechamento,7,1
1042,Diretor,Finanças,Média,Orgânico,Cold,Consultoria,44220,Negociação,23,0
1043,CEO,Educação,Pequena,Indicação,SQL,Plano Básico,500,Negociação,25,0
1044,Gerente,Finanças,Média,Orgânico,Cold,Plano Básico,500,Negociação,33,0
1045,Diretor,Manufatura,Pequena,Orgânico,Cold,Plano Básico,500,Proposta,28,0
1046,Analista,Varejo,Média,Indicação,MQL,Consultoria,16285,Contato,23,0
1047,Diretor,Varejo,Média,Anúncio,Sem tag,Consultoria,75190,Qualificação,6,1
1048,Diretor,Varejo,Média,Orgânico,MQL,Consultoria,500000,Qualificação,3,1
1049,Analista,Manufatura,Média,Indicação,Cold,Plano Premium,10000,Proposta,28,0
1050,Diretor,Finanças,Pequena,Orgânico,SQL,Plano Básico,500,Proposta,1,0
1051,Analista,Educação,Grande,Indicação,SQL,Plano Premium,10000,Fechamento,1,1
1052,Gerente,Manufatura,Média,Evento,Cold,Plano Básico,500,Contato,11,0
1053,Analista,Tecnologia,Grande,Anúncio,Cold,Plano Pro,2500,Contato,35,0
1054,Analista,Saúde,Média,Anúncio,Hot,Plano Básico,500,Fechamento,14,1
1055,Analista,Manufatura,Grande,Anúncio,MQL,Consultoria,3652,Fechamento,30,1
1056,Gerente,Saúde,Média,Orgânico,Hot,Plano Pro,2500,Contato,16,0
1057,Gerente,Finanças,Média,Orgânico,MQL,Consultoria,387415,Proposta,7,1
1058,Analista,Finanças,Média,Anúncio,SQL,Plano Básico,500,Fechamento,15,0
1059,Analista,Educação,Média,Anúncio,MQL,Plano Básico,500,Qualificação,31,0
1060,Gerente,Varejo,Grande,Anúncio,SQL,Plano Pro,2500,Proposta,28,0
1061,Analista,Educação,Pequena,Orgânico,Cold,Plano Pro,2500,Proposta,12,0
1062,Gerente,Manufatura,Média,Orgânico,Sem tag,Consultoria,4666,Proposta,6,0
1063,Gerente,Tecnologia,Pequena,Anúncio,SQL,Consultoria,6029,Negociação,56,1
1064,Diretor,Educação,Média,Anúncio,Cold,Plano Pro,2500,Negociação,43,0
1065,Analista,Tecnologia,Média,Orgânico,Sem tag,Plano Pro,2500,Fechamento,5,0
1066,CEO,Tecnologia,Média,Evento,Hot,Plano Premium,10000,Fechamento,9,1
1067,Analista,Varejo,Média,Orgânico,Sem tag,Plano Pro,2500,Qualificação,7,0
1068,Diretor,Finanças,Média,Indicação,Hot,Plano Básico,500,Qualificação,17,1
1069,Gerente,Finanças,Média,Orgânico,Cold,Plano Pro,2500,Fechamento,14,0
1070,CEO,Finanças,Média,Indicação,SQL,Plano Básico,500,Proposta,9,1
1071,Analista,Tecnologia,Pequena,Evento,MQL,Plano Premium,10000,Fechamento,11,0
1072,Analista,Varejo,Pequena,Anúncio,Sem tag,Plano Básico,500,Contato,14,0
1073,Diretor,Manufatura,Pequena,Anúncio,Sem tag,Consultoria,102571,Negociação,29,0
1074,Gerente,Varejo,Grande,Anúncio,Hot,Consultoria,1445,Qualificação,36,0
1075,Analista,Varejo,Média,Orgânico,Sem tag,Plano Premium,10000,Negociação,53,0
1076,Diretor,Varejo,Pequena,Anúncio,MQL,Plano Pro,2500,Proposta,22,0
1077,Analista,Saúde,Pequena,Indicação,MQL,Consultoria,19865,Proposta,2,1
1078,CEO,Saúde,Pequena,Orgânico,Sem tag,Plano Premium,10000,Proposta,18,1
1079,Gerente,Finanças,Grande,Orgânico,Cold,Plano Básico,500,Fechamento,13,0
1080,Analista,Educação,Média,Orgânico,Hot,Consultoria,4639,Proposta,32,1
1081,Gerente,Manufatura,Pequena,Indicação,Hot,Consultoria,328,Negociação,44,1
1082,Analista,Tecnologia,Pequena,Anúncio,Cold,Plano Básico,500,Negociação,27,0
1083,Analista,Saúde,Média,Anúncio,MQL,Plano Pro,2500,Proposta,7,0
1084,CEO,Educação,Grande,Anúncio,MQL,Plano Básico,500,Qualificação,17,0
1085,Gerente,Educação,Pequena,Indicação,MQL,Plano Básico,500,Fechamento,28,1
1086,Analista,Educação,Média,Indicação,MQL,Consultoria,35452,Fechamento,20,0
1087,CEO,Varejo,Média,Orgânico,SQL,Consultoria,113161,Negociação,44,1
1088,Analista,Saúde,Média,Orgânico,Sem tag,Consultoria,13253,Proposta,20,0
1089,Gerente,Varejo,Grande,Anúncio,Sem tag,Plano Premium,10000,Qualificação,18,1
1090,Diretor,Saúde,Grande,Orgânico,MQL,Plano Premium,10000,Fechamento,33,1
1091,Gerente,Manufatura,Média,Anúncio,MQL,Plano Premium,10000,Contato,24,0
1092,Gerente,Varejo,Pequena,Orgânico,Hot,Plano Pro,2500,Contato,29,0
1093,Diretor,Manufatura,Pequena,Orgânico,Hot,Plano Básico,500,Fechamento,19,1
1094,Gerente,Educação,Pequena,Orgânico,Cold,Consultoria,610,Negociação,30,0
1095,CEO,Manufatura,Média,Indicação,MQL,Consultoria,138235,Fechamento,39,1
1096,Analista,Saúde,Pequena,Orgânico,Sem tag,Consultoria,8987,Fechamento,15,0
1097,Gerente,Educação,Pequena,Orgânico,Cold,Consultoria,413767,Qualificação,20,0
1098,Analista,Finanças,Média,Indicação,Sem tag,Plano Pro,2500,Fechamento,7,1
1099,Gerente,Manufatura,Média,Evento,SQL,Plano Básico,500,Proposta,29,0
1100,CEO,Manufatura,Pequena,Indicação,Hot,Plano Básico,500,Proposta,37,1
1101,Analista,Educação,Grande,Anúncio,Cold,Plano Pro,2500,Proposta,8,0
1102,Gerente,Finanças,Média,Orgânico,MQL,Plano Básico,500,Fechamento,27,0
1103,Analista,Educação,Pequena,Anúncio,Cold,Plano Premium,10000,Proposta,12,1
1104,Analista,Finanças,Média,Indicação,Sem tag,Plano Básico,500,Negociação,26,1
1105,Gerente,Educação,Pequena,Orgânico,SQL,Plano Básico,500,Negociação,16,0
1106,Analista,Finanças,Pequena,Indicação,Hot,Plano Pro,2500,Proposta,6,1
1107,Diretor,Varejo,Pequena,Orgânico,Hot,Plano Básico,500,Fechamento,27,1
1108,Analista,Saúde,Média,Orgânico,Hot,Plano Premium,10000,Qualificação,17,1
1109,Gerente,Saúde,Grande,Orgânico,MQL,Plano Pro,2500,Qualificação,20,1
1110,Analista,Educação,Média,Orgânico,Cold,Consultoria,4366,Contato,2,1
1111,Analista,Educação,Média,Orgânico,Sem tag,Plano Pro,2500,Proposta,27,0
1112,CEO,Varejo,Média,Indicação,SQL,Plano Pro,2500,Contato,20,1
1113,Diretor,Varejo,Média,Indicação,Hot,Plano Premium,10000,Contato,25,0
1114,Gerente,Tecnologia,Média,Orgânico,Sem tag,Consultoria,64284,Contato,35,0
1115,Gerente,Manufatura,Pequena,Orgânico,Hot,Plano Básico,500,Qualificação,6,1
1116,Analista,Tecnologia,Grande,Indicação,SQL,Consultoria,49906,Fechamento,17,1
1117,Diretor,Saúde,Grande,Indicação,Cold,Plano Premium,10000,Negociação,52,1
1118,Analista,Educação,Média,Indicação,Hot,Plano Pro,2500,Contato,29,0
1119,Gerente,Manufatura,Média,Orgânico,SQL,Plano Pro,2500,Proposta,17,0
1120,Analista,Saúde,Grande,Anúncio,Hot,Plano Básico,500,Negociação,58,1
1121,Analista,Manufatura,Média,Orgânico,Hot,Plano Premium,10000,Qualificação,12,1
1122,Gerente,Finanças,Pequena,Orgânico,Sem tag,Plano Básico,500,Proposta,20,0
1123,Diretor,Educação,Média,Orgânico,MQL,Plano Pro,2500,Contato,35,0
1124,Analista,Educação,Pequena,Evento,Cold,Plano Básico,500,Qualificação,6,0
1125,Gerente,Saúde,Grande,Indicação,Cold,Consultoria,133620,Proposta,26,1
1126,Gerente,Varejo,Pequena,Orgânico,Hot,Plano Premium,10000,Qualificação,11,0
1127,Diretor,Educação,Grande,Indicação,MQL,Plano Premium,10000,Negociação,49,1
1128,Diretor,Varejo,Média,Indicação,MQL,Consultoria,10177,Negociação,29,0
1129,CEO,Tecnologia,Média,Orgânico,SQL,Plano Premium,10000,Negociação,44,1
1130,Analista,Manufatura,Pequena,Anúncio,Hot,Consultoria,10199,Contato,8,0
1131,CEO,Tecnologia,Média,Anúncio,Cold,Plano Básico,500,Contato,4,0
1132,Analista,Tecnologia,Pequena,Orgânico,SQL,Plano Pro,2500,Negociação,19,1
1133,Gerente,Educação,Média,Anúncio,Sem tag,Consultoria,84174,Fechamento,10,1
1134,Gerente,Finanças,Média,Orgânico,Cold,Plano Básico,500,Fechamento,24,0
1135,Gerente,Saúde,Pequena,Evento,SQL,Consultoria,672,Proposta,20,1
1136,Gerente,Manufatura,Grande,Evento,MQL,Consultoria,14149,Qualificação,17,1
1137,Analista,Educação,Média,Anúncio,MQL,Plano Pro,2500,Qualificação,38,0
1138,Analista,Tecnologia,Pequena,Orgânico,Cold,Consultoria,2626,Proposta,26,0
1139,Analista,Saúde,Grande,Orgânico,Cold,Plano Pro,2500,Fechamento,7,0
1140,Analista,Manufatura,Grande,Orgânico,Cold,Consultoria,34564,Qualificação,24,0
1141,Diretor,Manufatura,Média,Indicação,Hot,Plano Pro,2500,Fechamento,35,1
1142,Diretor,Saúde,Pequena,Indicação,Hot,Plano Básico,500,Fechamento,9,1
1143,Analista,Varejo,Grande,Anúncio,Sem tag,Plano Básico,500,Proposta,30,0
1144,Analista,Educação,Grande,Orgânico,SQL,Plano Premium,10000,Qualificação,7,1
1145,Analista,Finanças,Pequena,Anúncio,MQL,Plano Premium,10000,Proposta,30,0
1146,Gerente,Manufatura,Pequena,Anúncio,MQL,Plano Pro,2500,Qualificação,4,0
1147,Analista,Tecnologia,Pequena,Orgânico,Hot,Consultoria,16809,Contato,34,1
1148,Diretor,Saúde,Média,Orgânico,Hot,Plano Premium,10000,Proposta,5,1
1149,Analista,Saúde,Média,Orgânico,Hot,Plano Premium,10000,Proposta,38,0
1150,Diretor,Educação,Média,Orgânico,Sem tag,Plano Premium,10000,Fechamento,34,1
1151,Gerente,Saúde,Média,Indicação,SQL,Consultoria,11443,Contato,4,1
1152,Analista,Varejo,Grande,Indicação,MQL,Consultoria,16762,Negociação,35,1
1153,Analista,Finanças,Média,Anúncio,Hot,Consultoria,18713,Negociação,49,0
1154,Analista,Tecnologia,Pequena,Indicação,Cold,Consultoria,4695,Negociação,39,0
1155,Analista,Varejo,Pequena,Anúncio,Hot,Plano Pro,2500,Negociação,20,1
1156,Gerente,Finanças,Grande,Orgânico,MQL,Plano Básico,500,Proposta,23,0
1157,Gerente,Tecnologia,Pequena,Orgânico,SQL,Consultoria,40000,Qualificação,2,1
1158,CEO,Saúde,Pequena,Orgânico,Sem tag,Plano Pro,2500,Proposta,37,0
1159,Analista,Manufatura,Pequena,Orgânico,Sem tag,Consultoria,2407,Negociação,56,0
1160,Analista,Tecnologia,Média,Orgânico,Sem tag,Consultoria,29826,Proposta,12,0
1161,Gerente,Manufatura,Pequena,Anúncio,Cold,Plano Básico,500,Contato,20,0
1162,CEO,Varejo,Grande,Anúncio,SQL,Plano Básico,500,Proposta,17,1
1163,Analista,Tecnologia,Pequena,Orgânico,Sem tag,Plano Premium,10000,Negociação,37,0
1164,Analista,Varejo,Grande,Indicação,Sem tag,Plano Pro,2500,Qualificação,23,0
1165,Analista,Educação,Pequena,Orgânico,Hot,Plano Premium,10000,Fechamento,5,1
1166,Analista,Educação,Pequena,Orgânico,MQL,Plano Premium,10000,Negociação,51,0
1167,Gerente,Manufatura,Pequena,Orgânico,Hot,Plano Pro,2500,Negociação,57,0
1168,Analista,Educação,Média,Orgânico,Cold,Plano Pro,2500,Fechamento,33,1
1169,Analista,Saúde,Média,Anúncio,Sem tag,Plano Pro,2500,Contato,36,0
1170,Gerente,Varejo,Média,Orgânico,Cold,Plano Pro,2500,Fechamento,32,0
1171,Gerente,Manufatura,Grande,Orgânico,Hot,Plano Básico,500,Qualificação,15,0
1172,CEO,Manufatura,Pequena,Orgânico,Hot,Plano Pro,2500,Proposta,31,1
1173,Analista,Educação,Pequena,Anúncio,Sem tag,Consultoria,156336,Fechamento,8,1
1174,Diretor,Tecnologia,Pequena,Indicação,Hot,Plano Básico,500,Contato,37,1
1175,Diretor,Varejo,Média,Indicação,Hot,Consultoria,75154,Qualificação,30,1
1176,CEO,Tecnologia,Média,Indicação,SQL,Consultoria,66200,Contato,8,1
1177,Analista,Educação,Média,Evento,SQL,Plano Pro,2500,Negociação,45,0
1178,CEO,Manufatura,Média,Evento,SQL,Plano Básico,500,Negociação,37,1
1179,Diretor,Finanças,Média,Orgânico,Hot,Plano Básico,500,Contato,3,1
1180,Analista,Finanças,Grande,Evento,MQL,Plano Básico,500,Contato,36,0
1181,Analista,Varejo,Pequena,Indicação,Cold,Plano Pro,2500,Fechamento,21,0
1182,Analista,Tecnologia,Pequena,Orgânico,MQL,Plano Pro,2500,Contato,4,0
1183,CEO,Saúde,Grande,Orgânico,Sem tag,Plano Básico,500,Qualificação,6,0
1184,Analista,Saúde,Pequena,Orgânico,Sem tag,Plano Básico,500,Negociação,25,0
1185,CEO,Manufatura,Grande,Evento,Sem tag,Plano Pro,2500,Contato,39,1
1186,Gerente,Tecnologia,Grande,Anúncio,Sem tag,Plano Pro,2500,Proposta,5,1
1187,Analista,Finanças,Média,Orgânico,MQL,Plano Pro,2500,Fechamento,3,0
1188,Analista,Educação,Grande,Indicação,Hot,Plano Premium,10000,Fechamento,25,1
1189,CEO,Manufatura,Média,Anúncio,MQL,Plano Pro,2500,Contato,36,1
1190,CEO,Finanças,Média,Anúncio,Cold,Plano Premium,10000,Fechamento,38,1
1191,Analista,Saúde,Média,Anúncio,Cold,Plano Pro,2500,Qualificação,34,1
1192,Diretor,Saúde,Pequena,Evento,Cold,Consultoria,31601,Fechamento,1,1
1193,CEO,Finanças,Média,Evento,Sem tag,Consultoria,9572,Fechamento,6,0
1194,Gerente,Educação,Grande,Anúncio,Cold,Consultoria,77170,Contato,30,1
1195,Gerente,Tecnologia,Pequena,Evento,MQL,Plano Básico,500,Fechamento,27,0
1196,Gerente,Educação,Pequena,Anúncio,MQL,Plano Básico,500,Negociação,28,0
1197,Analista,Educação,Média,Orgânico,Hot,Plano Pro,2500,Qualificação,14,0
1198,CEO,Educação,Grande,Anúncio,MQL,Plano Básico,500,Fechamento,28,1
1199,Diretor,Manufatura,Pequena,Orgânico,Cold,Consultoria,49212,Qualificação,8,1
1200,CEO,Manufatura,Média,Orgânico,Cold,Plano Pro,2500,Negociação,16,0
1201,Diretor,Varejo,Média,Anúncio,Sem tag,Plano Premium,10000,Negociação,55,0
1202,Gerente,Varejo,Pequena,Evento,Cold,Plano Básico,500,Negociação,48,0
1203,Analista,Tecnologia,Grande,Anúncio,Hot,Plano Básico,500,Negociação,58,1
1204,Diretor,Educação,Grande,Indicação,SQL,Consultoria,1020,Qualificação,21,1
1205,CEO,Saúde,Pequena,Anúncio,Hot,Plano Pro,2500,Qualificação,36,1
1206,Analista,Varejo,Grande,Anúncio,MQL,Plano Pro,2500,Fechamento,1,1
1207,Diretor,Manufatura,Pequena,Indicação,Cold,Plano Básico,500,Negociação,41,1
1208,Analista,Finanças,Pequena,Anúncio,Hot,Plano Pro,2500,Fechamento,9,1
1209,Analista,Educação,Média,Orgânico,Hot,Plano Pro,2500,Contato,26,0
1210,Analista,Tecnologia,Pequena,Evento,Hot,Plano Básico,500,Fechamento,24,0
1211,Diretor,Saúde,Média,Indicação,MQL,Plano Básico,500,Proposta,39,0
1212,Diretor,Finanças,Média,Orgânico,Cold,Plano Premium,10000,Negociação,24,1
1213,CEO,Varejo,Grande,Anúncio,SQL,Plano Premium,10000,Negociação,20,1
1214,Gerente,Tecnologia,Média,Orgânico,Hot,Consultoria,7339,Negociação,46,0
1215,Diretor,Saúde,Grande,Indicação,Hot,Plano Pro,2500,Fechamento,7,1
1216,Analista,Tecnologia,Pequena,Indicação,MQL,Plano Pro,2500,Fechamento,18,0
1217,CEO,Tecnologia,Média,Anúncio,Sem tag,Plano Pro,2500,Qualificação,3,0
1218,Analista,Manufatura,Pequena,Evento,MQL,Plano Pro,2500,Qualificação,11,0
1219,Analista,Varejo,Média,Evento,SQL,Plano Premium,10000,Negociação,28,1
1220,Analista,Varejo,Grande,Orgânico,SQL,Plano Pro,2500,Qualificação,35,0
1221,Analista,Finanças,Média,Indicação,MQL,Plano Básico,500,Proposta,13,0
1222,CEO,Finanças,Grande,Orgânico,SQL,Plano Premium,10000,Proposta,31,1
1223,Analista,Varejo,Pequena,Orgânico,MQL,Plano Pro,2500,Proposta,3,0
1224,Analista,Varejo,Pequena,Evento,Sem tag,Plano Pro,2500,Proposta,18,0
1225,Analista,Saúde,Pequena,Evento,SQL,Plano Pro,2500,Fechamento,17,1
1226,Analista,Finanças,Grande,Anúncio,Hot,Consultoria,3050,Contato,29,0
1227,Analista,Saúde,Média,Anúncio,SQL,Plano Premium,10000,Negociação,18,0
1228,Gerente,Saúde,Pequena,Indicação,Sem tag,Plano Básico,500,Fechamento,2,0
1229,Analista,Saúde,Média,Indicação,SQL,Plano Básico,500,Qualificação,35,0
1230,Diretor,Saúde,Média,Orgânico,Hot,Plano Pro,2500,Negociação,53,1
1231,CEO,Finanças,Grande,Evento,Sem tag,Consultoria,6616,Contato,10,1
1232,Gerente,Manufatura,Pequena,Orgânico,Cold,Plano Pro,2500,Fechamento,21,0
1233,Gerente,Varejo,Média,Orgânico,Cold,Plano Premium,10000,Qualificação,20,0
1234,Analista,Saúde,Média,Anúncio,SQL,Plano Básico,500,Negociação,48,0
1235,Gerente,Finanças,Pequena,Evento,Sem tag,Consultoria,119617,Fechamento,39,1
1236,Analista,Manufatura,Pequena,Orgânico,SQL,Plano Básico,500,Proposta,29,0
1237,Analista,Saúde,Pequena,Orgânico,Cold,Plano Básico,500,Contato,7,0
1238,Analista,Manufatura,Média,Evento,Hot,Consultoria,5120,Proposta,12,1
1239,Gerente,Tecnologia,Média,Orgânico,SQL,Plano Básico,500,Contato,30,0
1240,Analista,Manufatura,Pequena,Indicação,Hot,Plano Premium,10000,Fechamento,15,1
1241,Gerente,Saúde,Grande,Anúncio,Cold,Plano Básico,500,Proposta,4,1
1242,Gerente,Educação,Média,Orgânico,SQL,Plano Premium,10000,Qualificação,25,0
1243,Analista,Finanças,Pequena,Indicação,Sem tag,Plano Premium,10000,Contato,25,1
1244,Gerente,Educação,Média,Anúncio,MQL,Plano Pro,2500,Proposta,16,0
1245,Gerente,Finanças,Média,Indicação,Sem tag,Consultoria,13022,Proposta,14,0
1246,Analista,Varejo,Média,Orgânico,Cold,Plano Básico,500,Qualificação,6,0
1247,Analista,Educação,Média,Anúncio,MQL,Plano Básico,500,Proposta,16,0
1248,Analista,Manufatura,Média,Anúncio,SQL,Plano Pro,2500,Fechamento,6,0
